原文	语言	首选简中译名	别名	类别	适用作品	备注	依据	状态
Flipper Floppers	en	鱿鱼蛙鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP105	verified
ゲソバタアシスト	ja	鱿鱼蛙鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP105	verified
Wooden Sandals	en	蛮颓木屐		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP106	verified
バンカラコロン	ja	蛮颓木屐		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP106	verified
Trevally Derby Rollers	en	轮滑鞋GT		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP107	verified
ローラーシューズGT	ja	轮滑鞋GT		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP107	verified
Brinestone Boots	en	魅力超群歌手靴		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP108	verified
カリスマシンガーブーツ	ja	魅力超群歌手靴		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP108	verified
Knockout Boots	en	完胜鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP109	verified
ノックアウトシューズ	ja	完胜鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#COP109	verified
Cream Basics	en	帆布鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#FST000	verified
キャンバス ホワイト	ja	帆布鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#FST000	verified
Pearl-Scout Lace-Ups	en	滑板查卡靴 姬伴		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP000	verified
ノーリーチャッカ ヒメイト	ja	滑板查卡靴 姬伴		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP000	verified
Pearlescent Squidkid IV	en	饵木钓鞋4 小姬金		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP001	verified
エギング4 ヒメキン	ja	饵木钓鞋4 小姬金		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP001	verified
Pearl Punk Crowns	en	摇滚靴 皇冠		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP002	verified
ロッキンクラウン	ja	摇滚靴 皇冠		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP002	verified
New-Day Arrows	en	箭标鞋 拂晓		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP003	verified
アカツキアローズ	ja	箭标鞋 拂晓		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP003	verified
Marination Lace-Ups	en	滑板查卡靴 饭友		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP004	verified
ノーリーチャッカ イイダチ	ja	滑板查卡靴 饭友		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP004	verified
Rina Squidkid IV	en	饵木钓鞋4 饭田蓝		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP005	verified
エギング4 イイマリ	ja	饵木钓鞋4 饭田蓝		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP005	verified
Trooper Power Stripes	en	能力条纹鞋 士兵		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP006	verified
パワーストリップ トルーパー	ja	能力条纹鞋 士兵		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP006	verified
Midnight Slip-Ons	en	懒人鞋 午夜		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP007	verified
ミッドナイトスリッポン	ja	懒人鞋 午夜		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP007	verified
Shivery Squidkid III	en	饵木钓鞋3xHF		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP008	verified
エギング3xHF	ja	饵木钓鞋3xHF		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP008	verified
Fried Squidkid III	en	饵木钓鞋3xOU		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP009	verified
エギング3xOU	ja	饵木钓鞋3xOU		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP009	verified
Big Squidkid III	en	饵木钓鞋3xMT		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP010	verified
エギング3xMT	ja	饵木钓鞋3xMT		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP010	verified
Chained DC Toejamz	en	鱼浆鳄鱼鞋 锁链		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP011	verified
スリミクロッグ クサリ	ja	鱼浆鳄鱼鞋 锁链		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP011	verified
Jeweled DC Toejamz	en	鱼浆鳄鱼鞋 铆钉		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP012	verified
スリミクロッグ スタッズ	ja	鱼浆鳄鱼鞋 铆钉		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP012	verified
Swirled DC Toejamz	en	鱼浆鳄鱼鞋 墨流		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP013	verified
スリミクロッグ マーブル	ja	鱼浆鳄鱼鞋 墨流		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP013	verified
Trifecta Duck Boots	en	三重花纹猎鸭靴		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP014	verified
サンモンヨウダックブーツ	ja	三重花纹猎鸭靴		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP014	verified
Trifecta Hi-Tops	en	三重花纹高筒帆布鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP015	verified
サンモンヨウキャンバスHi	ja	三重花纹高筒帆布鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP015	verified
Trifecta Sandals	en	三重花纹浴室拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP016	verified
サンモンヨウシャワサン	ja	三重花纹浴室拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#HAP016	verified
White Kicks	en	厚底鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS000	verified
ラバーソール ホワイト	ja	厚底鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS000	verified
Cherry Kicks	en	厚底鞋 樱桃		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS001	verified
ラバーソール チェリー	ja	厚底鞋 樱桃		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS001	verified
Turquoise Kicks	en	厚底鞋 绿松石		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS002	verified
ラバーソール ターコイズ	ja	厚底鞋 绿松石		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS002	verified
Squink Wingtips	en	鱿鱼墨汁雕花鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS003	verified
イカスミチップ	ja	鱿鱼墨汁雕花鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS003	verified
Roasted Brogues	en	烤鱿鱼雕花鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS004	verified
イカヤキチップ	ja	烤鱿鱼雕花鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS004	verified
Kid Clams	en	鱿鱼僧侣鞋 驼色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS005	verified
イカボウズキャメル	ja	鱿鱼僧侣鞋 驼色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS005	verified
Smoky Wingtips	en	烟雾雕花鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS006	verified
スモークチップ	ja	烟雾雕花鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS006	verified
Navy Red-Soled Wingtips	en	海军雕花鞋 红底		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS007	verified
ネイビーチップ レッドソール	ja	海军雕花鞋 红底		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS007	verified
Gray Yellow-Soled Wingtips	en	灰色雕花鞋 黄底		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS008	verified
グレーチップ イエローソール	ja	灰色雕花鞋 黄底		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS008	verified
Inky Kid Clams	en	鱿鱼僧侣鞋 喷射黑		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS009	verified
イカボウズジェットブラック	ja	鱿鱼僧侣鞋 喷射黑		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS009	verified
Annaki Habaneros	en	无法无天厚底鞋 哈瓦那辣椒		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS010	verified
アナアキラバー ハバネロ	ja	无法无天厚底鞋 哈瓦那辣椒		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS010	verified
Annaki Tigers	en	无法无天厚底鞋 爵士经典		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS011	verified
アナアキラバー フェイク	ja	无法无天厚底鞋 爵士经典		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS011	verified
Desert Chukkas	en	查卡靴 三明治		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS013	verified
チャッカブーツ サンド	ja	查卡靴 三明治		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS013	verified
Dark-Roast Boaties	en	帆船鞋 深咖啡色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS014	verified
デッキシューズ フカイリ	ja	帆船鞋 深咖啡色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS014	verified
Tricolor Boaties	en	帆船鞋 拼色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS015	verified
デッキシューズ ブレンド	ja	帆船鞋 拼色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS015	verified
Bit 'n' Bridle Loafers	en	海马皮革乐福鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS016	verified
シーホースビットローファー	ja	海马皮革乐福鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#LTS016	verified
Hero Runner Replicas	en	英雄鞋 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN000	verified
ヒーローキックス レプリカ	ja	英雄鞋 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN000	verified
Armor Boot Replicas	en	盔甲靴 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN004	verified
アーマーブーツ レプリカ	ja	盔甲靴 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN004	verified
Fuzz-Octoling Boots	en	绒毛章鱼女战士靴		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN110	verified
ケタコゾネスブーツ	ja	绒毛章鱼女战士靴		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN110	verified
タコ・ブーツ	en	タコ・ブーツ		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN200	verified
タコ・ブーツ	ja	タコ・ブーツ		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN200	verified
Survival Foot	en	生存鞋子		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN301	verified
サバイバルフット	ja	生存鞋子		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN301	verified
Hero Boots Lv1	en	英雄靴Lv1		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN302	verified
ヒーローブーツLv1	ja	英雄靴Lv1		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN302	verified
Hero Boots Lv2	en	英雄靴Lv2		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN303	verified
ヒーローブーツLv2	ja	英雄靴Lv2		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN303	verified
Hero Boots Lv3	en	英雄靴Lv3		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN304	verified
ヒーローブーツLv3	ja	英雄靴Lv3		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN304	verified
Hero Boots ST	en	英雄靴ST		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN305	verified
ヒーローブーツST	ja	英雄靴ST		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN305	verified
Hero Boot Replicas	en	英雄靴 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN306	verified
ヒーローブーツ レプリカ	ja	英雄靴 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN306	verified
Survival Footwrap Replicas	en	生存鞋子 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN307	verified
サバイバルフット レプリカ	ja	生存鞋子 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN307	verified
Legendary Sandals	en	传说的草鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN310	verified
でんせつのゾーリ	ja	传说的草鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN310	verified
Captain's Flip-Flop Replicas	en	指挥官人字拖 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN311	verified
コマンダーゾーリ レプリカ	ja	指挥官人字拖 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#MSN311	verified
Oyster Clogs	en	鳄鱼鞋 牡蛎		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL000	verified
オイスタークロッグ	ja	鳄鱼鞋 牡蛎		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL000	verified
Choco Clogs	en	鳄鱼鞋 巧克力		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL001	verified
チョコクロッグ	ja	鳄鱼鞋 巧克力		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL001	verified
Neon Delta Straps	en	三角带运动凉鞋 霓虹		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL003	verified
デルタストラップ ネオン	ja	三角带运动凉鞋 霓虹		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL003	verified
Black Flip-Flops	en	BB拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL004	verified
BBサンダル	ja	BB拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL004	verified
Snow Delta Straps	en	三角带运动凉鞋 雪白		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL005	verified
デルタストラップ スノー	ja	三角带运动凉鞋 雪白		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL005	verified
Luminous Delta Straps	en	三角带运动凉鞋 光亮		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL006	verified
デルタストラップ ルミナス	ja	三角带运动凉鞋 光亮		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL006	verified
Red FishFry Sandals	en	烧河豚浴室拖鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL007	verified
ヤキフグシャワサン アカ	ja	烧河豚浴室拖鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL007	verified
Yellow FishFry Sandals	en	烧河豚浴室拖鞋 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL008	verified
ヤキフグシャワサン キ	ja	烧河豚浴室拖鞋 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL008	verified
Musselforge Flip-Flops	en	藤壶平底拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL009	verified
フジツボペタサン	ja	藤壶平底拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL009	verified
Cuttlefish Sandies	en	鱼骨编织凉鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL010	verified
フィッシュボーンワラチ	ja	鱼骨编织凉鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL010	verified
Arrow Toesies Blu	en	箭标拖鞋 蓝黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL011	verified
アローズサンダル アオキ	ja	箭标拖鞋 蓝黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL011	verified
BlobMob Flip-Flops	en	BS拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL012	verified
BSサンダル	ja	BS拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL012	verified
Orange Dadfoot Sandals	en	非常非常拖鞋 橘色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL013	verified
ベリベリサン オレンジ	ja	非常非常拖鞋 橘色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL013	verified
Arrow Toesies Purp	en	箭标拖鞋 紫黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL014	verified
アローズサンダル ムラキ	ja	箭标拖鞋 紫黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL014	verified
Annaki Strappy Sandals	en	无法无天运动凉鞋 皮革		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL015	verified
アナアキストラップ レザー	ja	无法无天运动凉鞋 皮革		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL015	verified
Squid Bone Unslips	en	鱿鱼骨拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL016	verified
イカボーンサンダル	ja	鱿鱼骨拖鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL016	verified
Pink Dadfoot Sandals	en	非常非常拖鞋 洋红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL017	verified
ベリベリサン マゼンタ	ja	非常非常拖鞋 洋红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL017	verified
Cyan Dadfoot Sandals	en	非常非常拖鞋 绿蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL018	verified
ベリベリサン シアン	ja	非常非常拖鞋 绿蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL018	verified
Navy Toejamz	en	泽酷鳄鱼鞋 海军蓝		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL019	verified
エゾックロッグ ネイビー	ja	泽酷鳄鱼鞋 海军蓝		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL019	verified
Red Toejamz	en	泽酷鳄鱼鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL020	verified
エゾックロッグ レッド	ja	泽酷鳄鱼鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL020	verified
Yellow Toejamz	en	泽酷鳄鱼鞋 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL021	verified
エゾックロッグ イエロー	ja	泽酷鳄鱼鞋 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL021	verified
Green Toejamz	en	泽酷鳄鱼鞋 绿色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL022	verified
エゾックロッグ グリーン	ja	泽酷鳄鱼鞋 绿色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL022	verified
Skirmish Sabots	en	鱿鱼交锋木底鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL023	verified
イカニラミサボ	ja	鱿鱼交锋木底鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL023	verified
Fishbone Sabots	en	鱼骨木底鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL024	verified
ホネナラベサボ	ja	鱼骨木底鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDL024	verified
オーダーシューズ	en	オーダーシューズ		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDODR000	verified
オーダーシューズ	ja	オーダーシューズ		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDODR000	verified
Order Boot Replicas	en	秩序鞋 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDODR200	verified
オーダーシューズ レプリカ	ja	秩序鞋 复制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SDODR200	verified
Red Hi-Horses	en	高筒海马鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI000	verified
シーホースHi レッド	ja	高筒海马鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI000	verified
Zombie Hi-Horses	en	高筒海马鞋 僵尸		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI001	verified
シーホースHi ゾンビ	ja	高筒海马鞋 僵尸		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI001	verified
Cream Hi-Tops	en	高筒帆布鞋 蘑菇		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI002	verified
キャンバスHi マッシュルーム	ja	高筒帆布鞋 蘑菇		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI002	verified
Purple Hi-Horses	en	高筒海马鞋 紫色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI003	verified
シーホースHi パープル	ja	高筒海马鞋 紫色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI003	verified
Hunter Hi-Tops	en	高筒帆布鞋 黄麻		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI004	verified
キャンバスHi モロヘイヤ	ja	高筒帆布鞋 黄麻		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI004	verified
Red Hi-Tops	en	高筒帆布鞋 番茄		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI005	verified
キャンバスHi トマト	ja	高筒帆布鞋 番茄		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI005	verified
Gold Hi-Horses	en	高筒海马鞋 金色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI006	verified
シーホースHi ゴールド	ja	高筒海马鞋 金色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI006	verified
Shark Moccasins	en	莫卡辛鞋 鲨鱼		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI008	verified
シャークモカシン	ja	莫卡辛鞋 鲨鱼		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI008	verified
Mawcasins	en	莫卡辛鞋 大白鲨		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI009	verified
ジョーズモカシン	ja	莫卡辛鞋 大白鲨		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI009	verified
Chocolate Dakroniks	en	贝壳鞋 巧克力		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI010	verified
デカロニックチョコレート	ja	贝壳鞋 巧克力		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI010	verified
Cyan Dakroniks	en	贝壳鞋 薄荷		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI011	verified
デカロニックミント	ja	贝壳鞋 薄荷		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI011	verified
Black Dakroniks	en	贝壳鞋 黑色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI012	verified
デカロニックブラック	ja	贝壳鞋 黑色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI012	verified
Piranha Moccasins	en	莫卡辛鞋 食人鱼		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI013	verified
